Review,Bank Name,data_source,Bank ID,state,Review spanish,Sentiment_gen,Positive_gen,Negative_gen,Neutral_gen,Mixed_gen,Normalized_Sentiment_Score,ds,Predicted_SASB,SASB_num,Predicted_Pilar,Industry,Sentiment_Category,month,month_num,year,Pilar,Total_Count,Sentiment_Score
"The Spanish men's rugby 7 national team secured their spot in the league after defeating Canada in the last game, in a thrilling match where the Spanish team dominated from the beginning...",HSBC,news,9.0,Santiago,"La selección española de rugby 7 masculina consiguió la permanencia tras vencer en el último partido a Canadá, en un partido vibrante donde los españoles dominaron el encuentro desde los primeros min… [+187 chars]",NEUTRAL,0.3811643421649933,0.003378935623914,0.6152273416519165,0.0002294195728609,68.87780129909515,2024-06-03,Other,5,Other,Banking,Poor,June,6,2024,Other,138,68.87780129909515
"Hot Sale 2024 has already ended, but Amazon Mexico gives you a new opportunity to take advantage of discounts and special prices on hundreds of items thanks to its discount codes with participating banks.",HSBC,news,9.0,Santiago,"Hot Sale 2024 ya terminó, pero Amazon México te da una nueva ventana para aprovechar descuentos y precios especiales en cientos de artículos gracias a sus códigos de rebaja con bancos participantes.… [+1871 chars]",NEUTRAL,0.3183015882968902,0.0065632425248622,0.673434317111969,0.0017008892027661,65.50187468528748,2024-05-26,Other,5,Other,Banking,Poor,May,5,2024,Other,138,65.50187468528748
"Buying a new home in Mexico today is up to 57 percent more expensive than it was five years ago, due to the rising costs of construction materials and the increase in interest rates, experts pointed out...",HSBC,news,9.0,Santiago,"Comprar una vivienda nueva en México hoy es hasta 57 por ciento más caro que hace cinco años, debido al encarecimiento de materiales para la construcción y el alza de tasas de interés, señalaron expe… [+3750 chars]",NEUTRAL,0.0483553260564804,0.2276847213506698,0.7133834362030029,0.0105765219777822,40.50470441579819,2024-06-14,Other,5,Other,Banking,Poor,June,6,2024,Other,138,40.50470441579819
"In the last few weeks, the global directors of one of the main business areas such as private banking or wealth management, as it is also called, have been present in Mexico, approaching...",HSBC,news,9.0,Santiago,"En las últimas semanas, los directores mundiales de una de las principales áreas de negocio como es banca privada o welth management, como le llaman también, han estado presentes en México, acercándo… [+5867 chars]",NEUTRAL,0.0043438058346509,0.0027734600007534,0.9927952885627748,8.741923375055194e-05,50.07414501160383,2024-05-29,Social Capital,1,Social Internal,Banking,Poor,May,5,2024,Social Internal,138,50.07414501160383
"London, where investors are anticipating a smooth Labour Party change on July 4th, regains the European stock market's crown due to fears in Paris about the consequences of the rise of Marin's party...",HSBC,news,9.0,Santiago,"Londres, donde los inversores descuentan un cambio laborista tranquilo el 4 de julio, recupera la corona bursátil europea por los temores en París a las consecuencias del ascenso del partido de Marin… [+4710 chars]",NEUTRAL,0.0195482447743415,0.2189742773771286,0.76131671667099,0.0001607370941201,40.02066031098366,2024-06-17,Social Capital,1,Social External,Banking,Poor,June,6,2024,Social External,138,40.02066031098366
"The captains of the best men's and women's rugby sevens teams in the world have gathered at the Royal Palace of Madrid, the largest in Western Europe and one of the largest in the world...",HSBC,news,9.0,Santiago,"Los capitanes de los mejores equipos de rugby siete masculinos y femeninos del mundo se han encontrado en el Palacio Real de Madrid, el más grande de Europa Occidental y uno de los más grandes del mu… [+2006 chars]",NEUTRAL,0.1844731569290161,0.0004606517904903,0.8150280117988586,3.8144400605233386e-05,59.19871628284454,2024-05-30,Other,5,Other,Banking,Poor,May,5,2024,Other,138,59.19871628284454
"When Ángel Piña raises a glass and looks through the glass at the golden tone of the liquid it contains, he sees the past, present, and future. ""When we taste a brandy, we are drinking a liquid that, around 20... [+]",HSBC,news,9.0,Santiago,"Cuando Ángel Piña levanta una copa y mira tras el cristal el tono dorado del líquido que contiene, ve pasado, presente y futuro. ""Cuando degustamos un brandi, estamos bebiendo un líquido que, unos 20… [+10432 chars]",NEUTRAL,0.0921551957726478,0.0055014356039464,0.9023003578186036,4.303629975765944e-05,54.33053746819496,2024-06-21,Other,5,Social External,Banking,Poor,June,6,2024,Social External,138,54.33053746819496
"We are on the eve of Father's Day, many stores will be offering products on sale and exclusive promotions to get your gifts at the best price. An example of this is Mercad...",HSBC,news,9.0,Santiago,"Ya estamos en víspera del Día del Padre, varias son las tiendas que estarán ofreciendo productos en oferta y promociones exclusivas para obtener tus regalos al mejor precio. Ejemplo de ello es Mercad… [+2549 chars]",NEUTRAL,0.3391682505607605,0.0029755695722997,0.6578148603439331,4.1219092963729054e-05,66.8075680732727,2024-06-11,Business Model and Innovation,3,Other,Banking,Poor,June,6,2024,Other,138,66.8075680732727
"A court in Milan placed a unit of the French fashion house Christian Dior under judicial control alleging alleged labor violations, said an Italian official. Manufacturas Dior Srl,... [+1411 chars]",HSBC,news,9.0,Santiago,"Un tribunal de Milán puso bajo control judicial a una unidad de la casa de moda francesa Christian Dior alegando presuntas violaciones laborales, dijo un funcionario italiano.
Manufacturas Dior Srl,… [+1411 chars]",NEUTRAL,0.004298829473555,0.061843704432249,0.9337558150291444,0.0001016154783428,47.11767369881272,2024-06-10,Leadership and Governance,4,Governance,Banking,Poor,June,6,2024,Governance,138,47.11767369881272
"Javier Milei will hardly find a more favorable environment. The Juan de Mariana Institute (IJM), which will award him this Friday during a gala in Madrid, was born almost 20 years ago with the aim of di...",HSBC,news,9.0,Santiago,"Difícilmente encuentre Javier Milei un ámbito más favorable. El Instituto Juan de Mariana (IJM), que lo premiará este viernes durante una gala en Madrid, nació hace casi 20 años con el objetivo de di… [+5343 chars]",NEUTRAL,0.2329269647598266,0.0203362070024013,0.7466326355934143,0.0001042431686073,60.62432825565338,2024-06-20,Other,5,Other,Banking,Poor,June,6,2024,Other,138,60.62432825565338
"Six banks in the square joined forces to grant a loan to SalfaCorp, according to an official statement from the company this Tuesday, completing a debt restructuring that marks a milestone in the depr…",Scotiabank,news,14.0,Santiago,"Seis bancos de la plaza se unieron para otorgar un préstamo a SalfaCorp, según un comunicado oficial de la compañía este martes, completando una reestructuración de deuda que marca un hito en el depr… [+1599 chars]",NEUTRAL,0.0139685422182083,0.0035103016998618,0.9818715453147888,0.0006496511050499,50.49043148756027,2024-06-18,Other,5,Other,Banking,Poor,June,6,2024,Other,138,50.49043148756027
"It was in December 2022, as the world began to emerge from the pandemic, when the CEO of Scotiabank Chile, Diego Masola, was invited to his first Chile Day, in London, England.
I loved it … [+7308 chars]",Scotiabank,news,14.0,Santiago,"Fue en diciembre de 2022, mientras el mundo comenzaba a salir de la pandemia, cuando el CEO de Scotiabank Chile, Diego Masola, fue invitado a su primer Chile Day, en Londres, Inglaterra.
Me encantó … [+7308 chars]",POSITIVE,0.6503695249557495,0.0010314146056771,0.3485588729381561,4.02553123421967e-05,82.46489614248276,2024-05-28,Other,5,Other,Banking,Poor,May,5,2024,Other,344,82.46489614248276
"The conglomerate Grupo Carso reported this Monday about the successful issuance of Stock Certificates for 10,000 million pesos (about 600 million dollars) on the Mexican Stock Exchange (BMV).",Scotiabank,news,14.0,Santiago,"El conglomerado Grupo Carso informó este lunes sobre la emisión exitosa de Certificados Bursátiles por 10,000 millones de pesos (unos 600 millones de dólares) en la Bolsa Mexicana de Valores (BMV).
… [+1204 chars]",NEUTRAL,0.0584175251424312,0.0018643225776031,0.9397045373916626,1.367975892208051e-05,52.826979383826256,2024-05-28,Other,5,Other,Banking,Poor,May,5,2024,Other,138,52.826979383826256
"From Toronto, Canada. In the middle of a rainy day and in front of around 150 attendees in a packed auditorium at the Shangri-La Hotel in Toronto, a new version of Ch... began this Tuesday.",Scotiabank,news,14.0,Santiago,"Desde Toronto, Canadá
En medio de una lluviosa jornada y frente a cerca de 150 asistentes en un repleto auditorio del Shangri-La Hotel de Toronto, este martes se dio inicio a una nueva versión de Ch… [+4700 chars]",NEUTRAL,0.0281105861067771,0.0010782384779304,0.9708054065704346,5.747386694565648e-06,51.35132893919945,2024-05-29,Other,5,Governance,Banking,Poor,May,5,2024,Governance,138,51.35132893919945
"Nu's performance is spectacular. In Mexico, they already have 3.6 million credit cards issued, which surpasses HSBC's 2.2 million and Banorte's 2.1 million. It also exceeds the 454,000 from Sco...",Scotiabank,news,14.0,Santiago,"Lo de Nu es espectacular. En México ya tiene 3.6 millones de tarjetas de crédito colocadas, lo que supera a las 2.2 millones de HSBC y a las 2.1 millones de Banorte. También supera las 454,000 de Sco… [+1598 chars]",POSITIVE,0.8583418726921082,0.0066506802104413,0.1345462054014206,0.0004612312768585,92.56149753928185,2024-06-08,Human Capital,2,Social Internal,Banking,Poor,June,6,2024,Social Internal,344,92.56149753928185
"MADRID, May 31. (EUROPA PRESS) - 
Diana Wiest is the new Chief Marketing Officer (CMO) at Scotiabank Colpatria. Her main focus will be to develop actions to position the bank in Colombia...",Scotiabank,news,14.0,Santiago,"MADRID, 31 May. (EUROPA PRESS) - 
Diana Wiest es la nueva Chief Marketing Officer (CMO) en Scotiabank Colpatria. Su principal enfoque será desarrollar acciones para posicionar al banco en Colombia c… [+2364 chars]",NEUTRAL,0.0130433719605207,0.0001231853384524,0.9868173003196716,1.60638755914988e-05,50.645202212035656,2024-05-31,Other,5,Social External,Banking,Poor,May,5,2024,Social External,138,50.645202212035656
Several facts became evident after the Central Bank decided to lower the interest rate last Thursday: the moderation of the monetary easing process was confirmed; that the dose...,Scotiabank,news,14.0,Santiago,Varios hechos quedaron en evidencia luego que el Banco Central optara por bajar la tasa de interés el jueves pasado: se ratificó la moderación del proceso de flexibilización monetaria; que la dosis p… [+3816 chars],NEUTRAL,0.0050648041069507,0.2509532570838928,0.743323802947998,0.0006581612396985,37.67267055809498,2024-05-28,Business Model and Innovation,3,Other,Banking,Poor,May,5,2024,Other,138,37.67267055809498
"Did you receive your biweekly payment yet? The Electronic Interbank Payment System, better known as SPEI, has already normalized its service. The issue was that last Friday, June 14th,...",Scotiabank,news,14.0,Santiago,"¿Ahora si ya te cayó el pago de quincena? El Sistema Pagos Electrónicos Interbancarios, mejor identificado como SPEI, ya normalizó su servicio.
La problemática fue que el pasado viernes 14 de junio,… [+2267 chars]",NEGATIVE,0.0065403855405747,0.7579039931297302,0.2351235300302505,0.0004320999723859,12.41021505557,2024-06-15,Social Capital,1,Social External,Banking,Poor,June,6,2024,Social External,451,12.41021505557
"Montevideo Portal
The Intendencia de Montevideo (IM) launched on Monday the application through which users of the Metropolitan Transport System (STM) will be able to top up credits online.",Scotiabank,news,14.0,Santiago,"Montevideo Portal
La Intendencia de Montevideo (IM) lanzó este lunes la
aplicación mediante la cual los usuarios de Sistema de Transporte Metropolitano
(STM) podrán hacer recargas vía internet.
S… [+1745 chars]",NEUTRAL,0.0638098046183586,0.0002078223478747,0.9359680414199828,1.4295227629190776e-05,53.17938253283501,2024-06-03,Other,5,Other,Banking,Poor,June,6,2024,Other,138,53.17938253283501
