Review,traduccion_nueva,ds,Bank Name,data_source,state,Sentiment_score,Predicted_SASB,Predicted_Pilar,dimension_SSINDEX,dimension_SASB,relevance,relevance_2,Pilar,SASB,Sentiment_gen,year,month,month_num,city
Buena atención y prontitud en el servicio otorgado. De gran ayuda en necesidades para la economía personal. Enhorabuena.,Good attention and promptness in the service provided. Of great help in personal economic needs. Congratulations.,2023-11-15,Fundación Dondé Banco,maps,Ciudad de México,90,Social Capital,Environmental,ENVIRONMENTAL ACTIONS,CUSTOMER WELFARE,si,si,Environmental,Social Capital,POSITIVE,2023.0,November,11.0,Ciudad de México
RATEROS no confíen sus joyas de la manera más descarada le dijeron a mi mamá que habían perdido sus coquetas en inventaron una sarta de mentiras sucursal Pedro buzeta en Guadalajara Jalisco,"THIEVES, do not trust your jewelry in the most blatant way, they told my mother that they had lost their flirts in they invented a pack of lies, Pedro Buzeta branch in Guadalajara, Jalisco.",2024-04-29,Fundación Dondé Banco,maps,Jalisco,10,Leadership and Governance,Governance,INTEGRITY (TEAM),BUSINESS ETHICS,no,si,Governance,Leadership and Governance,NEGATIVE,2024.0,April,4.0,Guadalajara
"Atención muy deficiente, parece que les molesta atenderte. Existen otras opciones antes que está!!! Taza de interés muy alta más del 24% 😱😱😱","Very poor service, it seems that they are bothered by serving you. There are other options before this!!! Very high interest rate more than 24% 😱😱😱",2024-07-04,Fundación Dondé Banco,maps,Jalisco,10,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,si,si,Social External,Social Capital,NEUTRAL,2024.0,July,7.0,Guadalajara
"Terrible experiencia, terrible, te felicitan diciendo que tú crédito está autorizado, te visitan a tu casa, te toman mil fotos, te hacen perder 4 días y antes de firmar contratos te salen con que no eres apto para un credito, terrible","Terrible experience, terrible, they congratulate you saying that your credit is authorized, they visit your house, they take a thousand photos of you, they make you waste 4 days and before signing contracts they tell you that you are not suitable for credit, terrible",2024-03-16,Fundación Dondé Banco,maps,Nuevo León,10,Environment,Environmental,ENVIRONMENTAL PROTOCOLS,WASTE & HAZARDOUS MATERIAL MANAGEMENT,si,si,Environmental,Environment,POSITIVE,2024.0,March,3.0,Monterrey
"Lastimosa mente es mala por que para cualquier avalúo  tardan asta 50 minutos siempre  tienen que pedir autorización o parecer a otras casas de empeño son incapaces de darte un préstamo acertado en cualquier artículo prestan muchimo menos a otros lugares la única empleada que tienen se tarda mil horas para darte una respuesta rápida si llegas a ir vete con tiempo y mucha paciencia si llegas a empeñar oro te recomiendo  que busques otros lugares mejor el día de hoy 12 enero del 2024 por un pulso de oro de 14 kilates y pesando 80 gramos me querían prestar solo $ 2,300 pesos osea el gramo me lo tomaron a $  28,75 pesos en oro de 14 k así que mejor no pierdan su tiempo  con esta estafa las tasas de interés son al kat del 87% más iva","Unfortunately, it is bad because for any appraisal it takes up to 50 minutes, they always have to ask for authorization or approval from other pawn shops, they are incapable of giving you a correct loan on any item, they lend much less to other places, the only employee they have takes a thousand hours. To give you a quick answer, if you go, leave with time and a lot of patience, if you end up pawning gold, I recommend that you look for other better places today, January 12, 2024, for a 14-karat gold bracelet weighing 80 grams, they wanted to lend me only $2,300 pesos that is, per gram they took it from me for $28.75 pesos in 14k gold so you better not waste your time with this scam the interest rates are at 87% kat plus VAT",2024-01-12,Fundación Dondé Banco,maps,Jalisco,10,Environment,Environmental,ENVIRONMENTAL CULTURE,WASTE & HAZARDOUS MATERIAL MANAGEMENT,si,si,Environmental,Environment,NEGATIVE,2024.0,January,1.0,Guadalajara
"La peor casa de empeño, llegué el día que las IVA a sacar y según la bóveda estaba en mantenimiento, llego al día siguiente ya se debía lo de otra semana mencioné que vine el día que me tocaba pero que el problema era mío por no dejar mis prendas de oro y el dinero con ellos, segun te hablan como si tuvieran la razón en todo, gente basura aparte la que atendía olía a vagabundo, según dicen políticas de la empresa pongan mejor una política de bañarse🤣🤣🤣
Mugrosos!!!!!","The worst pawn shop, I arrived the day the VAT was due and according to the vault was under maintenance, I arrived the next day it was due for another week I mentioned that I came on the day it was my turn but that the problem was mine for not leaving my gold clothes and the money with them, according to what they talk to you as if they were right about everything, garbage people apart from the ones who served smelled like a tramp, according to what they say company policies put a better bathing policy🤣🤣🤣 Filthy!!! !!",2024-06-15,Fundación Dondé Banco,maps,Jalisco,10,Leadership and Governance,Governance,WHISTLEBLOWER LINE (TRUST),SYSTEMIC RISK MANAGEMENT,no,no,Governance,Leadership and Governance,NEUTRAL,2024.0,June,6.0,Guadalajara
"Sobre el tema del celular, te dicen ""si dejas que te instalemos una aplicación te podemos prestar más, solo es como recordatorio""
JAMAS TE EXPLICAN QUE TE BLOQUEAN EL CELULAR Y AL DESBLOQUEO TE BORRAN TODA LA CONFIGURACION.
Me bloquearon el celular pese a que hice el pago de mi refrendo en tiempo y forma, es más hasta con 3 días de anticipación y aún así me lo bloquearon. Tuve que ir a la sucursal a desbloquearlo, el contrato no especifica nada de eso.
Si empeñan, NO DEJEN INSTALAR LA APLICACION QUE TE COMENTAN.","On the subject of the cell phone, they tell you &quot;if you let us install an application we can lend you more, it&#39;s just as a reminder&quot; THEY NEVER EXPLAIN TO YOU THAT THEY BLOCK YOUR CELL PHONE AND WHEN YOU UNLOCK THEY DELETE ALL THE SETTINGS. They blocked my cell phone even though I paid my endorsement in a timely manner, in fact up to 3 days in advance and they still blocked it. I had to go to the branch to unlock it, the contract does not specify any of that. If they insist, DO NOT LET THE APPLICATION THEY TELL YOU INSTALL.",2024-05-20,Fundación Dondé Banco,maps,Ciudad de México,10,Social Capital,Social External,CUSTOMER MANAGEMENT (VALUE),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2024.0,May,5.0,Ciudad de México
"Pésimo servicio , los artículos que apartas se los dan a sus conocidos sabiendo que tu los vas a comprar y te dicen que ya se vendió bien quitados de la pena 👎🏻","Terrible service, the items you set aside are given to their acquaintances knowing that you are going to buy them and they tell you that it has already been sold out of the shame 👎🏻",2023-12-16,Fundación Dondé Banco,maps,Ciudad de México,10,Social Capital,Social External,CUSTOMER MANAGEMENT (VALUE),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,December,12.0,Ciudad de México
"Cero en atención, personal muy lento nadie te atiende","Zero attention, very slow staff, no one attends to you",2024-01-23,Fundación Dondé Banco,maps,Ciudad de México,10,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,si,Social Internal,Human Capital,NEGATIVE,2024.0,January,1.0,Ciudad de México
Ofrece una amplia variedad de servicios y productos. Su personal es excelente.,It offers a wide variety of services and products. Your staff is excellent.,2024-01-17,Fundación Dondé Banco,maps,Puebla,85,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,NEGATIVE,2024.0,January,1.0,Puebla
"Mal servicio de la cajera, te atiende con agresividad","Bad service from the cashier, she serves you aggressively",2024-04-14,Fundación Dondé Banco,maps,Puebla,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2024.0,April,4.0,Puebla
"Pésima atención, quisieron valuar el artículo que lleve muy por debajo del valor y todavía se molestó la señora","Terrible attention, they wanted to value the item I had very below the value and the lady still got upset",,,,,20,,,,,no,no,,,,,,,
"Es domingo, el único día que puedo permitirme venir sin apuro y el horario que me dieron de domingos esta equivocado, no hay servicio y me comentaron que lo que dice Google maps esta equivocado. Muy poca ética de su parte.","It&#39;s Sunday, the only day I can afford to come without rushing and the schedule they gave me for Sundays is wrong, there is no service and they told me that what Google maps says is wrong. Very little ethics on their part.",2023-08-13,Fundación Dondé Banco,maps,Puebla,30,Human Capital,Social External,PRICE/QUALITY RATIO,EMPLOYEE HEALTH & SAFETY,no,si,Social External,Human Capital,NEGATIVE,2023.0,August,8.0,Puebla
"Capaciten más a su personal
Lleve un equipo celular me ofertaron una cantidad y que si podía proceder el trámite, solo me indicaron no se por que razón tenían que cerrar la sucursal y que me retirará, regrese al otro día me atiende una persona diferente y a lo que contesta enseguida al activar la pantalla es que : a su "" conocimiento""   la pantalla había sido cambia que se veían unos bordes negros que no tenían que verse etc... Le comenté la información de un día anterior por su compañero y a lo que responde pues si el te lo agarra por qué Yo no.  Se le llamo a esta persona lo vio y dijo ahhhh le cambiaste la pantalla le di  la misma info y su respuesta fue ahhh entonces NO se dio la media vuelta y se fue. Mientras la primer Señorita se seguía maquillando.
Lleve el equipo a una tienda oficial de la marca y después de la revisión me indicaron que no presentaba ninguna falla, no estaba manipulado y menos de la pantalla.
En fin su personal no está apto para el puesto que se les da.","Train your staff more. I brought a cellular device, they offered me an amount and that if I could proceed with the procedure, they only told me, I don&#39;t know why, they had to close the branch and that they would leave me, I came back the next day and a different person attended to me. What he answers immediately when activating the screen is that: to his &quot;knowledge&quot; the screen had been changed that some black edges were visible that should not have been seen etc... I told him the information from a previous day by his partner and to which he responded Well, if he grabs it, why not me? This person was called, saw it and said ahhhh, you changed the screen, I gave him the same information and his response was ahhh, so NO he turned around and left. While the first Miss continued putting on her makeup. I took the equipment to an official store of the brand and after the inspection they told me that it did not present any fault, it was not tampered with and even less so with the screen. In short, their staff is not suitable for the position they are given.",2024-02-08,Fundación Dondé Banco,maps,Puebla,15,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,si,Social Internal,Human Capital,NEGATIVE,2024.0,February,2.0,Puebla
Que mal servicio. Tardaron 40 min en atenderme para decirme que el artículo que esta en exhibición ya esta apartado.,What bad service. It took them 40 minutes to assist me to tell me that the item on display is already reserved.,2024-06-07,Fundación Dondé Banco,maps,Puebla,15,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEUTRAL,2024.0,June,6.0,Puebla
