"Review","DS","Bank Name","data_source","Bank ID","state","Pilar","Predicted_Pilar","SASB","Predicted_SASB","dimension_SASB","dimension_SASB.1","dimension_SSINDEX","Sentiment_score","response_text","relevance","Sentiment_gen","spam","Industry"
"0:30 ""But, of course, safety is a priority here at Boeing.""
MCAS - ""Yeah, sure...!""",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Boeing says""safety is our priority "" lol",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (PROTOCOLS)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"""Safety is a priority here at Boeing""",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"we weren't able to fly yesterday but first safety is priority here at boeing ðŸ˜‚",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"0:29 ""But, of corse, safety is a priority"". That aged well",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"""safety is a priority here""
Me: screams in 737 MAX",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (PROTOCOLS)",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"even if they get the 737 Max back in the air, who would honestly feel comfortable flying on it. They are not taking into account public opinion and also what are the effects for all the planes that have been grounded and have been sitting for over a year now. I remember watching a flight channel episode where a plane was grounded for a month and wasps made a nest inside a sensor and caused the entire plane to crash.",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Boeing: hey guys we made this cool aircraft
Normies in the comments: haha ""safety is our priority"" haha 737MAX lol haha",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"Lady : ""But of course safety is a priority here at Boeing""

Boeing 737 Max : ""But of course she is yet to ride in me with the MCAS mode on"" ðŸ˜Ž",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",50,"PuntuaciÃ³n=50","si","NEUTRAL","no","Aviation & Aerospace."
"''Safety is a priority at Boeing''


*LAUGHS IN MCAS-ISH*",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"""Safety is a priority here at boeing.""
737MAX: I disagree",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"The moment I heard the safety being a priority part I immediately thought of the 737max. Then I scrolled down to the comments...ðŸ’€",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"@00:35 ??  When I fly now, I let the Cabin Crew know that I have experience.  EVEN if I fly Full Fare?  (That is, not using my perks...preferrable, nowadays)...  2nd thing to mention?  WHEN you board an airliner, experienced Flight Attendants will ""size you up"", meaning??  They will decide if you might be an ""ABA"" (able bodied assistant"") in case of an emergency.   Keep in mind?  I am a retired pilot, so I tend to know some stuff...BUT?  I always respected the Cabin Crew...they are fundamental to safety.",12-01-2020 14:45,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"Cool video. My Dad was a pilot for 50+ years. I went into the simulator with him. I had my Jr pilots license and my Dad next to me. I've flown cessnas and a Supercub on floats (with my Dad). I landed a 747 in the simulator my first try! I was 14 or 15. I really did it myself. My brother crashed it. Lol! Having other pilots on board has crossed my mind too...I always feel better when i see extra crew travelling along. My Dad would commute to work on a flight from where we lived to fly out of different airports, depending on where he was stationed. So, there are extra pilots on board sometimes. Of course, he sat in the cockpit then sometimes so if they all ate the fish, well, glad the drone pilot is on board! I enjoy your adventures! I'm taking amtrak on my next vaca because of your videos ðŸ˜ I took Amtrak from Miami to DC once. It was fun. âœˆ Nice landing! ðŸ›¬",12-01-2020 14:45,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Totally enjoyable! Now let's see you attempt to control a runaway train! How about trying to land a space shuttle? Do you think NASA will let you use their old simulator? Go for it man! If anyone can do it you can! Thanks for putting me in a great mood tonight!",12-01-2020 14:45,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ANTI-CORRUPTION",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"Since our technology is so advanced, canâ€™t we build a remote control and an experiences pilot can remotely fly passenger down for safety if the pilot in an airplane passed out?",12-01-2020 14:45,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"Ok, seems like all is well, level flight, autopilot engaged, plenty of fuel, and now if you'll just Google how to program the autopilot to land we're in business. I thought you said you were a pilot? No, I said I'm fairly sure I can land this plane...",12-01-2020 14:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","QUALITY",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"7:17 he landed on the water.",12-01-2020 14:45,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","WATER & WASTEWATER MANAGEMENT","WATER & WASTEWATER MANAGEMENT","ENVIRONMENTAL ACTIONS",50,"PuntuaciÃ³n=50","si","NEUTRAL","no","Aviation & Aerospace."
"Incident: United B737 at New York on Aug 20th 2016, wing tip strike on go around
By Simon Hradecky, created Monday, Aug 22nd 2016 21:03Z, last updated Monday, Aug 22nd 2016 21:06Z

A United Boeing 737-700, registration N13716 performing flight UA-1958 from Houston Intercontinental,TX to New York La Guardia,NY (USA), was on final approach to La Guardia's runway 13 following a localizer approach runway 22 circling 13 at about 19:57L (23:57Z), when the aircraft went around from low height, tower observed a wing of the aircraft touch the runway surface. The aircraft climbed to 3000 feet and joined another approach to runway 22 circle runway 13, tower advised a runway inspection was in progress. The runway inspection reported (illegible), tower queried the aircraft whether they copied the transmission, the crew acknowledged but advised ""they wanted to get this thing onto the ground"" and declared emergency. The aircraft circled to runway 13 and landed without further incident. After landing tower advised the crew that the runway inspection had picked up some debris from the runway.

The FAA rated the occurrence an incident and reported on a go around the winglet struck the runway resulting in ""unknown damage"".

The occurrence aircraft resumed service after about 15 hours on the ground.

Metars:
KLGA 210151Z 15007KT 10SM FEW027 SCT060 26/21 A2992 RMK AO2 SLP130 T02610206
KLGA 210051Z 15008KT 10SM FEW028 SCT250 26/21 A2991 RMK AO2 SLP128 T02610206
KLGA 202351Z 14010KT 10SM FEW028 SCT250 27/20 A2990 RMK AO2 SLP125 60003 T02670200 10294 20239 53001
KLGA 202251Z 14009KT 10SM FEW028 FEW060 SCT250 28/19 A2989 RMK AO2 SLP120 T02780194
KLGA 202151Z 15012KT 10SM FEW025 SCT065 BKN250 28/20 A2989 RMK AO2 SLP122 T02830200
KLGA 202051Z 11009KT 10SM FEW050 SCT110 28/22 A2990 RMK AO2 SLP123 60003 T02780217 58008",16-12-2022 15:07,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","DIVERSITY",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"The lady filming in other scenarios:
""Ayyyy, those guys are shooting at us, and bullets are flying by..""
""Ayyyy, the patient is flat lining, i need a defibrillator..""
""Ayyyy, we've just lost 10 million in the stock market, and the clients are calling..""

I can't think of any more ðŸ˜‚",16-12-2022 15:07,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","CUSTOMER MANAGEMENT (QUALITY)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Definitely LGA.  I was on a flight that could not land for 3 attempts over the water.   They usually switch runways after that.  A known difficult airport to land at.",16-12-2022 15:07,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","WATER & WASTEWATER MANAGEMENT","WATER & WASTEWATER MANAGEMENT","ENVIRONMENTAL ACTIONS",35,"PuntuaciÃ³n=35","si","NEGATIVE","no","Aviation & Aerospace."
"Pilot instantly knew this was not going to end well. Wind shear. So he calls an abort/go around and powers engines back up, lifting away to come around and try again. So grateful for these guys making those split second decisions that are definitely for the better.",16-12-2022 15:07,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL ACTIONS",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"Joe, I was a aircraft technician for 29 years and we would always have management pressuring us to sign off item that we felt was unsafe. When this gentleman said that a mechanic could sign off the door plug inspection that cannot be true. You have to have at least two people sign off on these item. That is not to say two people looked at it. There should be no way a brand new aircraft rolls off the line and the plug door falls out. They have all the paperwork to look back at and it shows who signed off this item. Where are these people, this is the cover up.",17-03-2024 1:21,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","SAFETY (WORKPLACE)",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"There's corruption everywhere, its unbelievable. God please save us and help us from these evils.",17-03-2024 1:21,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","BUSINESS ETHICS","BUSINESS ETHICS","WHISTLEBLOWER LINE (ACCESS)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
